BIGRAMS,SCORES
"('sarah', 'is')",0.00033967391304347825
"('is', 'still')",0.0017219113215669393
"('still', 'too')",0.0003328340822100183
"('too', 'afraid')",0.0003280301787764474
"('afraid', 'to')",0.0005094243504839531
"('to', 'ride')",0.0002702702702702703
"('ride', 'anything')",0.0003390405153415833
"('anything', 'fun')",0.0008490094754653131
"('fun', 'with')",0.0008471870077415012
"('with', 'me')",0.0037001287001287003
"('me', 'cheers')",0.0007930055511624228
"('cheers', 'for')",0.0009864706032285471
"('for', 'follow')",0.00046153846153846153
"('follow', 'yea')",0.0003386386725364037
"('yea', 'alone')",0.0005893281303020021
"('alone', 'good')",0.0005654555027980329
"('good', 'morning')",0.006944465040650406
"('morning', 'we')",0.00033350008337502084
"('we', 'are')",0.00739888194672805
"('are', 'blessed')",0.0009225017770597739
"('blessed', 'with')",0.0009393626041135476
"('with', 'another')",0.00032175032175032174
"('another', 'day')",0.0005065000844166807
"('day', 'to')",0.0019582245430809398
"('to', 'share')",0.0009716756756756758
"('share', 'our')",0.0006353857118615307
"('our', 'light')",0.00033766672294445384
"('light', 'and')",0.0003397893306150187
"('and', 'love')",0.0012346286312014346
"('love', 'with')",0.0011300777083675818
"('with', 'others')",0.00032175032175032174
"('others', 'no')",0.0006357893306150188
"('no', 'well')",0.0003531858241938124
"('well', 'thanks')",0.0009472401138456387
"('thanks', 'old')",0.0007733448976194441
"('old', 'want')",0.00041424078193461414
"('want', 'some')",0.001409201332001332
"('some', 'i')",0.0004987531172069825
"('all', 'play')",0.0006623726627981947
"('play', 'against')",0.000847185122569738
"('against', 'you')",0.00033961623365596876
"('you', 'and')",0.002682963183782978
"('and', 'own')",0.00029886431560071725
"('own', 'you')",0.00033932813030200206
"('you', 'geese')",0.0002981070204203309
"('geese', 'bow')",0.0003399048266485384
"('bow', 'i')",0.0010171215460247499
"('i', 'voted')",0.00035731300619342544
"('voted', 'for')",0.0006795786612300374
"('you', 'just')",0.0017886421225219854
"('just', 'got')",0.00417201540436457
"('got', 'out')",0.0008223684210526315
"('out', 'the')",0.0026268264652766376
"('the', 'hot')",0.000547945205479452
"('hot', 'tub')",0.00033829499323410016
"('tub', 'about')",0.0003399626041135475
"('to', 'go')",0.011891891891891892
"('go', 'get')",0.0009813542688910696
"('get', 'a')",0.003426892950391645
"('a', 'movie')",0.0010070493454179255
"('movie', 'and')",0.0005067567567567568
"('and', 'ice')",0.00029886431560071725
"('ice', 'cream')",0.001188253267696486
"('cream', 'with')",0.00033944331296673454
"('with', 'mt')",0.00032175032175032174
"('mt', 'll')",0.00033961623365596876
"('ll', 'his')",0.00032981530343007914
"('his', 'and')",0.00033585222502099076
"('and', 'call')",0.00044829647340107593
"('call', 'it')",0.0008453085376162299
"('it', 'a')",0.0007386615452799527
"('a', 'night')",0.0007193209610128039
"('night', 'nothing')",0.0003333888981496916
"('nothing', 'like')",0.0006133378378378379
"('like', 'some')",0.0006902014805066623
"('some', 'his')",0.00033250207813798836
"('his', 'time')",0.00033585222502099076
"('time', 'not')",0.0003315100281783524
"('not', 'as')",0.0010556477152767305
"('as', 'good')",0.0009409840146837978
"('good', 'without')",0.0007656032520325204
"('without', 'you')",0.0003389256058295204
"('you', 'll')",0.0007452675510508272
"('ll', 'help')",0.0007317153034300791
"('help', 'me')",0.0014169566739976314
"('me', 'i')",0.004744583267436343
"('i', 'am')",0.05061934254406861
"('am', 'obsessed')",0.0004917731952291275
"('obsessed', 'with')",0.0005178626041135475
"('with', 'hannah')",0.00032175032175032174
"('hannah', 'montana')",0.0008494733265375467
"('montana', 'i')",0.0003397893306150187
"('i', 'hate')",0.00450234306812768
"('hate', 'when')",0.0010778021922428329
"('when', 'people')",0.0005012531328320802
"('people', 'have')",0.0005067567567567568
"('have', 'to')",0.01033879433752187
"('to', 'move')",0.0002702702702702703
"('move', 'away')",0.00033955857385398983
"('away', 'from')",0.0010136847440446021
"('from', 'me')",0.0008265829062654984
"('can', 'only')",0.0006575702778234424
"('only', 'be')",0.0005045408678102926
"('be', 'sad')",0.0009627661049902787
"('sad', 'noah')",0.0008119891869237217
"('noah', 'i')",0.0003398470688190314
"('am', 'glad')",0.00171429278091651
"('glad', 'i')",0.0018112936601859678
"('i', 'cut')",0.000511408670795617
"('cut', 'and')",0.0006106957813027337
"('and', 'ran')",0.00029886431560071725
"('ran', 'after')",0.00033909799932180403
"('after', 'two')",0.0003365870077415012
"('two', 'west')",0.0003389256058295204
"('west', 'wing')",0.0003398470688190314
"('wing', 'episodes')",0.0003399048266485384
"('episodes', 'heppell')",0.0003398470688190314
"('heppell', 'is')",0.0003399626041135475
"('is', 'opening')",0.00028698522026115655
"('opening', 'sentences')",0.00039144706881903143
"('sentences', 'describe')",0.0003915626041135475
"('describe', 'how')",0.0003399048266485384
"('how', 'i')",0.0026733500417710945
"('i', 'see')",0.0017865650309671272
"('see', 'no')",0.0006282811098189069
"('no', 'schools')",0.0006233858241938123
"('schools', 'developing')",0.0003399048266485384
"('developing', 'under')",0.0003399626041135475
"('under', 'the')",0.0005093378607809847
"('the', 'current')",0.000273972602739726
"('current', 'got')",0.0003399048266485384
"('got', 'see')",0.0003289473684210526
"('see', 'it')",0.0011629838843661739
"('it', 'its')",0.00044319692716797166
"('its', 'amazing')",0.0009185126725428239
"('amazing', 'oh')",0.0009235667229444539
"('oh', 'luke')",0.00033428046130703663
"('luke', 'why')",0.0003399048266485384
"('why', 'do')",0.0015133680847486128
"('do', 'not')",0.018158236057068743
"('not', 'you')",0.00045242044940431306
"('you', 'answer')",0.0002981070204203309
"('answer', 'me')",0.0006784260515603799
"('me', 'please')",0.0009508111023248458
"('please', 'try')",0.0006556957813027336
"('try', 'it')",0.0010148849797023004
"('it', 'love')",0.0010800969271679717
"('love', 'your')",0.0012944702778234425
"('your', 'music')",0.0006583278472679394
"('music', 'hear')",0.000338810774182619
"('hear', 'it')",0.0006764755623203111
"('it', 'the')",0.0011818584724479244
"('the', 'whole')",0.001095890410958904
"('whole', 'day')",0.0005083884087442806
"('day', 'really')",0.00032637075718015666
"('really', 'getting')",0.000331619963521804
"('ready', 'i')",0.000699094914681534
"('can', 'watch')",0.000821962847279303
"('watch', 'that')",0.0006744225257123588
"('that', 'i')",0.006922592825676526
"('am', 'in')",0.003138731952291274
"('in', 'the')",0.018280707055446443
"('the', 'up')",0.000547945205479452
"('up', 'can')",0.0003239915762190183
"('can', 'you')",0.001972710833470327
"('you', 'tell')",0.00044716053063049635
"('tell', 'me')",0.0016926201760324984
"('me', 'what')",0.0006326111023248458
"('what', 'its')",0.0003289473684210526
"('its', 'about')",0.0004989190088142358
"('about', 'please')",0.000650923340542339
"('please', 'x')",0.0006556957813027336
"('x', 'i')",0.0010130001688333614
"('i', 'wont')",0.0007146260123868509
"('wont', 'forget')",0.0005084830508474576
"('forget', 'today')",0.0005658585738539899
"('today', 'right')",0.0003305238803503553
"('right', 'then')",0.00033523298692591353
"('then', 'now')",0.00033405712376816435
"('now', 'that')",0.00226904376012966
"('that', 'on')",0.0006293266205160479
"('on', 'the')",0.012982950101673706
"('the', 'same')",0.003424657534246575
"('same', 'page')",0.0005069280162216965
"('page', 'write')",0.0003390405153415833
"('write', 'in')",0.00033950093362756747
"('in', 'ruby')",0.00030216044719746184
"('ruby', 'cocoa')",0.0003399626041135475
"('cocoa', 'll')",0.0003399626041135475
"('ll', 'of')",0.0004947229551451188
"('of', 'okay')",0.000525656383774884
"('okay', 'if')",0.0005652830508474576
"('if', 'i')",0.004664334499416958
"('i', 'have')",0.015364459266317293
"('have', 'your')",0.0006362334976936536
"('your', 'permission')",0.0003291639236339697
"('permission', 'i')",0.0003399048266485384
"('all', 'try')",0.0006447453255963894
"('try', 'of')",0.00033829499323410016
"('of', 'will')",0.000449034575662326
"('will', 'give')",0.0003311806590495115
"('give', 'you')",0.0008450228156160216
"('you', 'credit')",0.0006799070204203308
"('credit', 'i')",0.0007215893306150187
"('am', 'going')",0.003452605147520402
"('to', 'miss')",0.0006936405405405405
"('miss', 'frenchman')",0.0004879401138456387
"('frenchman', 'year')",0.0003399626041135475
"('year', 'nice')",0.000759909475465313
"('nice', 'pick')",0.0009257016806722689
"('pick', 'like')",0.0006993234150464919
"('like', 'your')",0.0011837037012666558
"('your', 'shirt')",0.0003291639236339697
"('shirt', 'om')",0.00033973161202649905
"('om', 'or')",0.00033973161202649905
"('or', 'bad')",0.0008754667499583542
"('bad', 'and')",0.0008787737550471063
"('and', 'mean')",0.00029886431560071725
"('mean', 'i')",0.0008471704506946798
"('i', 'should')",0.0020247737017627444
"('should', 'not')",0.0008403361344537816
"('not', 'have')",0.0036193635952345045
"('have', 'meet')",0.0003181167488468268
"('meet', 'u')",0.000508646998982706
"('u', 'in')",0.0004985044865403788
"('in', 'and')",0.0007554011179936546
"('and', 'grade')",0.00029886431560071725
"('grade', 'even')",0.0003397893306150187
"('even', 'though')",0.0013493000505987519
"('though', 'we')",0.0003363605785401951
"('we', 'hated')",0.0009657391976323578
"('hated', 'each')",0.0009768626041135476
"('each', 'other')",0.0010185028008827025
"('other', 'i')",0.0005080440304826418
"('should', 'have')",0.0015126050420168067
"('have', 'stayed')",0.0003181167488468268
"('stayed', 'like')",0.0007009893306150187
"('like', 'that')",0.002828711103799967
"('that', 'when')",0.0004719949653870359
"('when', 'it')",0.000835421888053467
"('is', 'it')",0.003156837422872722
"('is', 'called')",0.0005739704405223131
"('called', 'quit')",0.00033938571186153065
"('quit', 'a')",0.0004924491135915955
"('a', 'classic')",0.00028772838440512156
"('classic', 'quit')",0.0003398470688190314
"('quit', 'bathroom')",0.00032829940906106366
"('bathroom', 'is')",0.0003399048266485384
"('is', 'sparkling')",0.0005829852202611566
"('sparkling', 'bow')",0.0006359048266485383
"('bow', 'been')",0.0003390405153415833
"('been', 'up')",0.000500751126690035
"('up', 'since')",0.0006479831524380366
"('since', 'that')",0.000338123415046492
"('that', 'is')",0.012114537444933921
"('is', 'got')",0.00043047783039173483
"('got', 'ta')",0.005756578947368421
"('ta', 'be')",0.0005066711704104037
"('be', 'wrong')",0.0008007440699935192
"('wrong', 'right')",0.000815797999321804
"('right', 'next')",0.00033523298692591353
"('next', 'poor')",0.0008140819163292847
"('poor', 'l')",0.0008152813441679363
"('l', 'so')",0.00033967391304347825
"('so', 'sleepy')",0.00031821797931583137
"('sleepy', 'i')",0.00033955857385398983
"('hate', 'am')",0.0009091681281618887
"('am', 'case')",0.00031387319522912746
"('case', 'is')",0.0005092514004413513
"('is', 'cool')",0.0008921704405223131
"('cool', 'work')",0.0006559807802736025
"('work', 'time')",0.00033003300330033004
"('time', 'eating')",0.0003315100281783524
"('eating', 'chocolate')",0.0005081300813008131
"('chocolate', 'with')",0.00033944331296673454
"('with', 'brodie')",0.00032175032175032174
"('brodie', 'x')",0.0003397893306150187
"('x', 'mon')",0.00033766672294445384
"('mon', 'canceled')",0.00033840947546531303
"('canceled', 'again')",0.0003397893306150187
"('again', 'poor')",0.0008122141754739137
"('poor', 'kill')",0.0011701813441679365
"('kill', 'i')",0.001030531612026499
"('i', 'missed')",0.002320773701762744
"('missed', 'the')",0.0016475796587261363
"('the', 'game')",0.0013698630136986301
"('game', 'yeah')",0.0006343522246658772
"('yeah', 'used')",0.0006318522250209908
"('used', 'to')",0.002203016437891883
"('have', 'them')",0.0003181167488468268
"('them', 'loads')",0.0003359650596337981
"('loads', 'had')",0.0003397893306150187
"('had', 'not')",0.0008298755186721991
"('not', 'had')",0.0006032272658724174
"('had', 'them')",0.0004979253112033195
"('them', 'for')",0.0003359650596337981
"('for', 'ages')",0.00046153846153846153
"('ages', 'until')",0.00033961623365596876
"('until', 'tonight')",0.00033818058843422386
"('tonight', 'though')",0.000335795836131632
"('though', 'it')",0.0008409014463504877
"('it', 'seems')",0.00044319692716797166
"('seems', 'scared')",0.0007794405153415834
"('scared', 'xxx')",0.0007798433129667346
"('xxx', 'finally')",0.00033955857385398983
"('finally', 'back')",0.00033846674564224065
"('back', 'at')",0.0011568335812262437
"('at', 'work')",0.004214621494569622
"('work', 'what')",0.0004950495049504951
"('what', 'a')",0.005427631578947369
"('a', 'wasted')",0.0007816283844051216
"('wasted', 'week')",0.0008338048266485384
"('week', 'that')",0.000504965494024575
"('that', 'was')",0.0026746381371932034
"('was', 'i')",0.0008045052292839903
"('i', 'got')",0.005717008099094807
"('got', 'a')",0.004111842105263158
"('a', 'webcam')",0.00028772838440512156
"('webcam', 'off')",0.0003399626041135475
"('off', 'to')",0.005186548435670069
"('to', 'watch')",0.002702702702702703
"('watch', 'a')",0.0008430281571404484
"('a', 'student')",0.00028772838440512156
"('student', 'play')",0.0006799626041135475
"('play', 'back')",0.0006781234150464921
"('at', 'no')",0.0006202016534284325
"('no', 'phone')",0.0009507716483876248
"('phone', 'to')",0.0005046257359125315
"('to', 'sweet')",0.001404745945945946
"('sweet', 'from')",0.0011323140596059943
"('from', 'has')",0.00033063316250619935
"('has', 'been')",0.0016744809109176155
"('been', 'craving')",0.00033383408446002337
"('craving', 'for')",0.0003399048266485384
"('for', 'june')",0.0003076923076923077
"('june', 'food')",0.00033950093362756747
"('food', 'goodmorning')",0.00033858134416793635
"('goodmorning', 'to')",0.0003397893306150187
"('to', 'u')",0.0005405405405405405
"('u', 'n')",0.0006646726487205051
"('n', 'goodnite')",0.00033823778116015557
"('goodnite', 'i')",0.0003399626041135475
"('bed', 'i')",0.000841609156707625
"('a', 'pedometer')",0.00028772838440512156
"('pedometer', 'and')",0.0003399626041135475
"('and', 'intend')",0.00029886431560071725
"('intend', 'is')",0.0003399626041135475
"('is', 'but')",0.0008609556607834697
"('but', 'i')",0.014734144778987828
"('i', 'did')",0.004049547403525489
"('did', 'not')",0.009154460719041278
"('not', 'think')",0.002111295430553461
"('think', 'about')",0.0005024284039524368
"('about', 'mentioning')",0.00033272334054233906
"('mentioning', 'them')",0.0003399048266485384
"('them', 'cat')",0.0003359650596337981
"('cat', 'has')",0.000509078567792296
"('has', 'an')",0.0005023442732752846
"('an', 'apt')",0.00033428046130703663
"('apt', 'this')",0.0003397893306150187
"('afternoon', 'at')",0.00033898305084745765
"('at', 'she')",0.0003242016534284325
"('she', 'ate')",0.00033534540576794097
"('ate', 'a')",0.0005091649694501018
"('a', 'little')",0.003165012228456337
"('little', 'this')",0.00033738191632928474
"('this', 'morning')",0.0027905449770190415
"('morning', 'she')",0.00033350008337502084
"('she', 'is')",0.005030181086519115
"('is', 'hiding')",0.0005829852202611566
"('hiding', 'right')",0.0006358470688190314
"('right', 'now')",0.007039892725444184
"('now', 'i')",0.00826580226904376
"('am', 'worried')",0.0006098731952291275
"('worried', 'i')",0.000635731612026499
"('i', 'effect')",0.00023820867079561695
"('effect', 'up')",0.0003398470688190314
"('up', 'my')",0.0016199578810950916
"('my', 'states')",0.00044603033006244426
"('states', 'scared')",0.0007801893306150188
"('scared', 'of')",0.0014587299389002036
"('of', 'thunder')",0.000299356383774884
"('thunder', 'and')",0.0003397893306150187
"('and', 'lightning')",0.00029886431560071725
"('lightning', 'be')",0.0003398470688190314
"('be', 'careful')",0.0008011881399870382
"('careful', 'georgetta')",0.0004929470688190314
"('georgetta', 'it')",0.0003399626041135475
"('it', 'going')",0.0002954646181119811
"('to', 'ran')",0.0004054054054054054
"('ran', 'ruling')",0.00033909799932180403
"('ruling', 'at')",0.0003399626041135475
"('at', 'cikajang')",0.0003242016534284325
"('cikajang', 'sum')",0.0003399626041135475
"('sum', 'i')",0.00033921302578018993
"('i', 'miss')",0.006703838446879466
"('miss', 'your')",0.0004879401138456387
"('your', 'face')",0.0004937458854509546
"('face', 'when')",0.0003391555027980329
"('when', 'is')",0.0006683375104427736
"('is', 'bonnaroo')",0.00028698522026115655
"('bonnaroo', 'stupid')",0.0008666048266485383
"('stupid', 'twitter')",0.0010350884087442806
"('twitter', 'keeps')",0.0003341129301703976
"('keeps', 'telling')",0.00033955857385398983
"('telling', 'me')",0.0003399626041135475
"('me', 'that')",0.00047445832674363435
"('that', 'it')",0.0015733165512901196
"('is', 'over')",0.0014349261013057828
"('over', 'capacity')",0.0003365870077415012
"('capacity', 'at')",0.0003399626041135475
"('work', 'and')",0.0014851485148514852
"('and', 'completely')",0.00029886431560071725
"('completely', 'bored')",0.0006782470688190314
"('bored', 'bah')",0.0006117813441679364
"('bah', 'i')",0.0005095974180397486
"('i', 'need')",0.005121486422105765
"('need', 'a')",0.0031746031746031746
"('a', 'hug')",0.001196020961012804
"('hug', 'quit')",0.0008163162336559688
"('quit', 'i')",0.0026263952724885093
"('i', 'wan')",0.0021438780371605525
"('wan', 'na')",0.006923336710570753
"('na', 'wake')",0.0005009183503088997
"('wake', 'up')",0.0018659881255301102
"('up', 'where')",0.0003239915762190183
"('where', 'you')",0.0005067567567567568
"('you', 'are')",0.013712922939335221
"('are', 'quit')",0.0004846526655896607
"('love', 'the')",0.00326718111129377
"('the', 'go')",0.00041095890410958907
"('go', 'go')",0.00032711808963035657
"('go', 'dolls')",0.00032711808963035657
"('dolls', 'everyone')",0.0003399048266485384
"('everyone', 'has')",0.0008448800270361609
"('been', 'grumpy')",0.00033383408446002337
"('grumpy', 'in')",0.0003399048266485384
"('the', 'guilt')",0.000547172602739726
"('guilt', 'house')",0.0006131626041135475
"('house', 'tonight')",0.00033829499323410016
"('tonight', 'including')",0.000335795836131632
"('including', 'me')",0.00033973161202649905
"('me', 'now')",0.0007907638779060573
"('am', 'still')",0.002197112366603892
"('still', 'up')",0.0008320852055250458
"('up', 'sulking')",0.0006851915762190183
"('sulking', 'about')",0.0007011626041135476
"('about', 'it')",0.0018299783729828648
"('it', 'dave')",0.0002954646181119811
"('dave', 'i')",0.0003399048266485384
"('i', 'do')",0.008218199142448784
"('think', 'you')",0.0005024284039524368
"('you', 'guns')",0.002086749142942316
"('guns', 'ever')",0.00033778078027360244
"('ever', 'got')",0.00033823778116015557
"('got', 'my')",0.0013157894736842105
"('my', 'rep')",0.0002973535533749628
"('rep', 'dr')",0.0003398470688190314
"('dr', 'office')",0.0003397893306150187
"('office', 'hopefully')",0.0007408830508474577
"('hopefully', 'finding')",0.0007405386725364036
"('finding', 'out')",0.00033973161202649905
"('out', 'why')",0.0003283533081595797
"('why', 'i')",0.0015133680847486128
"('i', 've')",0.007622677465459742
"('ve', 'been')",0.0035211267605633804
"('been', 'so')",0.00033383408446002337
"('so', 'sick')",0.0011927359586316627
"('sick', 'it')",0.000848209723160027
"('is', 'so')",0.004448270914047927
"('so', 'hard')",0.0014489719172633255
"('hard', 'to')",0.0016245126479540076
"('to', 'keep')",0.0012162162162162162
"('keep', 'my')",0.0005072708826513358
"('my', 'eyes')",0.0011894142134998512
"('eyes', 'open')",0.00033927056827820186
"('open', 'notice')",0.00033909799932180403
"('notice', 'i')",0.0003399626041135475
"('love', 'ask')",0.0009656851389117213
"('ask', 'esp')",0.00033950093362756747
"('esp', 'on')",0.00033973161202649905
"('on', 'weekdays')",0.00031284217112466763
"('weekdays', 'they')",0.0003399626041135475
"('they', 'have')",0.0006687844841999665
"('have', 'great')",0.0009430167488468269
"('great', 'such')",0.0009599083752093803
"('such', 'rolls')",0.00033755274261603374
"('rolls', 'for')",0.0003399048266485384
"('for', 'super')",0.0009070923076923078
"('super', 'cheap')",0.0009384405153415833
"('cheap', 'hope')",0.000780131612026499
"('hope', 'your')",0.0019429041736227046
"('your', 'having')",0.0006583278472679394
"('having', 'a')",0.0025307912940779483
"('a', 'great')",0.006235603495899871
"('great', 'weekend')",0.0016299251256281409
"('weekend', 'love')",0.0009737137420006737
"('love', 'it')",0.00326718111129377
"('it', 'too')",0.001034126163391934
"('too', 'think')",0.0003280301787764474
"('think', 'give')",0.0003349522693016245
"('give', 'seen')",0.0003380091262464086
"('seen', 'every')",0.00033944331296673454
"('every', 'episode')",0.0003391555027980329
"('episode', 'possible')",0.00033950093362756747
"('possible', 'how')",0.0003398470688190314
"('how', 'bout')",0.0006683375104427736
"('bout', 'you')",0.0005087332541970493
"('you', 'of')",0.001043374571471158
"('of', 'havana')",0.000449034575662326
"('havana', 'was')",0.0003389256058295204
"('was', 'that')",0.0006436041834271923
"('that', 'a')",0.0011013215859030838
"('a', 'funny')",0.001159720961012804
"('funny', 'reply')",0.0007786377811601557
"('reply', 'havana')",0.00033961623365596876
"('havana', 'just')",0.0003389256058295204
"('just', 'saying')",0.00032092426187419767
"('saying', 'she')",0.00033932813030200206
"('is', 'from')",0.00043047783039173483
"('from', 'kansas')",0.00033063316250619935
"('kansas', 'and')",0.0003399626041135475
"('and', 'all')",0.001195457262402869
"('all', 'she')",0.0003223726627981947
"('she', 'can')",0.0005030181086519115
"('can', 'appreciate')",0.0008950777083675817
"('appreciate', 'that')",0.0007415739130434782
"('i', 'just')",0.006550738446879466
"('just', 'saw')",0.0006418485237483953
"('saw', 'two')",0.00033898305084745765
"('two', 'but')",0.0003389256058295204
"('but', 'they')",0.0009609224855861628
"('they', 'were')",0.0015047650894499248
"('were', 'small')",0.00033647375504710633
"('small', 'i')",0.00033967391304347825
"('i', 'feel')",0.004645069080514531
"('feel', 'like')",0.002702337123745819
"('like', 'death')",0.0008335022207599935
"('death', 'my')",0.0009391893306150188
"('my', 'next')",0.00044603033006244426
"('next', 'investment')",0.00033738191632928474
"('investment', 'going')",0.0003399626041135475
"('to', 'the')",0.01027027027027027
"('the', 'sea')",0.00041095890410958907
"('sea', 'i')",0.0003397893306150187
"('a', 'new')",0.0030211480362537764
"('new', 'body')",0.0004993342210386152
"('body', 'that')",0.00033932813030200206
"('that', 'can')",0.00031466331025802394
"('can', 'function')",0.0003287851389117212
"('function', 'via')",0.0003399048266485384
"('via', 'i')",0.00033967391304347825
"('i', 'herd')",0.00023820867079561695
"('herd', 'sleep')",0.0003399048266485384
"('sleep', 'is')",0.00033551417547391375
"('is', 'good')",0.002449296541828096
"('good', 'dat')",0.0007656032520325204
"('dat', 'goodnight')",0.0003399048266485384
"('goodnight', 'everybody')",0.0005089058524173028
"('everybody', 'see')",0.00033950093362756747
"('see', 'u')",0.0004984216647283602
"('u', 'tomorrow')",0.0004985044865403788
"('tomorrow', 'night')",0.000500417014178482
"('night', 'or')",0.0005000833472245374
"('or', 'monday')",0.0003331667499583542
"('monday', 'can')",0.000338810774182619
"('can', 'my')",0.0003287851389117212
"('my', 'friends')",0.0037475890871245914
